====================================================================================================
HADWIGER-NELSON UNIT SPHERE MAPPING OF PI DIGITS
====================================================================================================

UNIFIED MAPPING FORMULA:
  θ(i) = 2π × i / φ    where φ = (1+√5)/2 (golden ratio)
  φ(d) = π × d / 9     where d ∈ {0,1,2,...,9}
  Cartesian: (x,y,z) = (sin(φ)cos(θ), sin(φ)sin(θ), cos(φ))
  Color class: c(d) = d mod 7 (Hadwiger-Nelson chromatic constraint)

====================================================================================================

Index,Digit,X_Coord,Y_Coord,Z_Coord,Theta,Phi,ColorClass
19277,9,0.00000000,-0.00000000,-1.00000000,74856.87198702,3.14159265,2
19278,1,-0.33086235,0.08664803,0.93969262,74860.75520910,0.34906585,1
19279,9,0.00000000,0.00000000,-1.00000000,74864.63843118,3.14159265,2
19280,3,-0.29180334,-0.81538384,0.50000000,74868.52165325,1.04719755,3
19281,6,-0.33561717,0.79834899,-0.50000000,74872.40487533,2.09439510,6
19282,1,0.31071210,-0.14295373,0.93969262,74876.28809741,0.34906585,1
19283,9,-0.00000000,-0.00000000,-1.00000000,74880.17131949,3.14159265,2
19284,6,0.42936783,0.75209259,-0.50000000,74884.05454156,2.09439510,6
19285,5,0.21768476,-0.96044763,-0.17364818,74887.93776364,1.74532925,5
19286,0,-0.00000000,0.00000000,1.00000000,74891.82098572,0.00000000,0
19287,4,0.97580137,0.13288343,0.17364818,74895.70420780,1.39626340,4
19288,4,-0.62976409,-0.75712846,0.17364818,74899.58742987,1.39626340,4
19289,0,-0.00000000,0.00000000,1.00000000,74903.47065195,0.00000000,0
19290,9,0.00000000,-0.00000000,-1.00000000,74907.35387403,3.14159265,2
19291,9,-0.00000000,0.00000000,-1.00000000,74911.23709611,3.14159265,2
19292,5,0.75201531,0.63586106,-0.17364818,74915.12031818,1.74532925,5
19293,4,-0.12499471,-0.97684320,0.17364818,74919.00354026,1.39626340,4
19294,2,-0.37052739,0.52524791,0.76604444,74922.88676234,0.69813170,2
19295,1,0.33415992,-0.07290352,0.93969262,74926.76998442,0.34906585,1
19296,6,-0.74859879,-0.43543065,-0.50000000,74930.65320649,2.09439510,6
19297,7,0.19139387,0.61363205,-0.76604444,74934.53642857,2.44346095,0
19298,6,0.36831662,-0.78380027,-0.50000000,74938.41965065,2.09439510,6
19299,2,-0.59454973,0.24430826,0.76604444,74942.30287273,0.69813170,2
19300,7,0.60343033,0.22146727,-0.76604444,74946.18609480,2.44346095,0
19301,8,-0.15715339,-0.30377721,-0.93969262,74950.06931688,2.79252680,1
19302,4,-0.25718248,0.95063320,0.17364818,74953.95253896,1.39626340,4
19303,0,0.00000000,-0.00000000,1.00000000,74957.83576104,0.00000000,0
19304,9,-0.00000000,-0.00000000,-1.00000000,74961.71898311,3.14159265,2
19305,1,0.20766357,0.27176023,0.93969262,74965.60220519,0.34906585,1
19306,4,0.08766791,-0.98089788,0.17364818,74969.48542727,1.39626340,4
19307,6,-0.63951584,0.58396874,-0.50000000,74973.36864935,2.09439510,6
19308,6,0.86602429,0.00138637,-0.50000000,74977.25187142,2.09439510,6
19309,9,-0.00000000,-0.00000000,-1.00000000,74981.13509350,3.14159265,2
19310,8,0.02935589,0.34075799,-0.93969262,74985.01831558,2.79252680,1
19311,5,0.60044567,-0.78058395,-0.17364818,74988.90153765,1.74532925,5
19312,6,-0.85302728,0.14948062,-0.50000000,74992.78475973,2.09439510,6
19313,9,0.00000000,0.00000000,-1.00000000,74996.66798181,3.14159265,2
19314,2,-0.16587649,-0.62101602,0.76604444,75000.55120389,0.69813170,2
19315,5,-0.45530332,0.87323834,-0.17364818,75004.43442596,1.74532925,5
19316,7,0.60413631,-0.21953413,-0.76604444,75008.31764804,2.44346095,0
19317,1,-0.31593548,-0.13100591,0.93969262,75012.20087012,0.34906585,1
19318,5,0.41597837,0.89264120,-0.17364818,75016.08409220,1.74532925,5
19319,0,0.00000000,-0.00000000,1.00000000,75019.96731427,0.00000000,0
19320,7,-0.55666228,0.32140786,-0.76604444,75023.85053635,2.44346095,0
19321,4,0.96149813,0.21299684,0.17364818,75027.73375843,1.39626340,4
19322,3,-0.49694192,-0.70925928,0.50000000,75031.61698051,1.04719755,3
19323,1,-0.04449617,0.33911336,0.93969262,75035.50020258,0.34906585,1
19324,5,0.75404728,-0.63345008,-0.17364818,75039.38342466,1.74532925,5
19325,7,-0.64219536,-0.02758668,-0.76604444,75043.26664674,2.44346095,0
19326,4,0.69694776,0.69578023,0.17364818,75047.14986882,1.39626340,4
19327,0,-0.00000000,-0.00000000,1.00000000,75051.03309089,0.00000000,0
19328,7,-0.41262943,0.49286192,-0.76604444,75054.91631297,2.44346095,0
19329,9,0.00000000,-0.00000000,-1.00000000,75058.79953505,3.14159265,2
19330,3,-0.71009146,-0.49575208,0.50000000,75062.68275713,1.04719755,3
19331,8,0.07453278,0.33380030,-0.93969262,75066.56597920,2.79252680,1
19332,0,0.00000000,-0.00000000,1.00000000,75070.44920128,0.00000000,0
19333,5,-0.93869719,0.29781520,-0.17364818,75074.33242336,1.74532925,5
19334,3,0.78558770,0.36448864,0.50000000,75078.21564544,1.04719755,3
19335,2,-0.24720573,-0.59335085,0.76604444,75082.09886751,0.69813170,2
19336,3,-0.29441245,0.81444540,0.50000000,75085.98208959,1.04719755,3
19337,9,0.00000000,-0.00000000,-1.00000000,75089.86531167,3.14159265,2
19338,2,-0.62129326,-0.16483506,0.76604444,75093.74853375,0.69813170,2
19339,5,0.53129446,0.82919992,-0.17364818,75097.63175582,1.74532925,5
19340,2,0.10988690,-0.63332518,0.76604444,75101.51497790,0.69813170,2
19341,3,-0.68554776,0.52917320,0.50000000,75105.39819998,1.04719755,3
19342,9,0.00000000,0.00000000,-1.00000000,75109.28142206,3.14159265,2
19343,4,-0.66760447,-0.72398244,0.17364818,75113.16464413,1.39626340,4
19344,7,0.00210670,0.64278416,-0.76604444,75117.04786621,2.44346095,0
19345,7,0.43264105,-0.47539209,-0.76604444,75120.93108829,2.44346095,0
19346,5,-0.98074952,0.08931236,-0.17364818,75124.81431037,1.74532925,5
19347,5,0.78350380,0.59663062,-0.17364818,75128.69753244,1.74532925,5
19348,7,-0.11403589,-0.63259128,-0.76604444,75132.58075452,2.44346095,0
19349,4,-0.52584776,0.83266466,0.17364818,75136.46397660,1.39626340,4
19350,4,0.95020067,-0.25877595,0.17364818,75140.34719868,1.39626340,4
19351,1,-0.30404026,-0.15664385,0.93969262,75144.23042075,0.34906585,1
19352,5,0.34085709,0.92393872,-0.17364818,75148.11364283,1.74532925,5
19353,9,0.00000000,-0.00000000,-1.00000000,75151.99686491,3.14159265,2
19354,1,-0.30930259,0.14597837,0.93969262,75155.88008699,0.34906585,1
19355,8,0.32667708,0.10129099,-0.93969262,75159.76330906,2.79252680,1
19356,4,-0.49658002,-0.85044376,0.17364818,75163.64653114,1.39626340,4
19357,5,-0.20830385,0.96252575,-0.17364818,75167.52975322,1.74532925,5
19358,8,0.27914763,-0.19762180,-0.93969262,75171.41297530,2.79252680,1
19359,2,-0.63772500,-0.08051540,0.76604444,75175.29619737,0.69813170,2
19360,1,0.22126980,0.26080156,0.93969262,75179.17941945,0.34906585,1
19361,5,0.03746500,-0.98409486,-0.17364818,75183.06264153,1.74532925,5
19362,6,-0.60886176,0.61586310,-0.50000000,75186.94586360,2.09439510,6
19363,2,0.64200074,-0.03179558,0.76604444,75190.82908568,0.69813170,2
19364,5,-0.75818325,-0.62849381,-0.17364818,75194.71230776,1.74532925,5
19365,1,0.04671805,0.33881441,0.93969262,75198.59552984,0.34906585,1
19366,8,0.19441741,-0.28138879,-0.93969262,75202.47875191,2.79252680,1
19367,1,-0.33343274,0.07616026,0.93969262,75206.36197399,0.34906585,1
19368,9,0.00000000,0.00000000,-1.00000000,75210.24519607,3.14159265,2
19369,2,-0.19737163,-0.61173552,0.76604444,75214.12841815,0.69813170,2
19370,1,-0.14243259,0.31095134,0.93969262,75218.01164022,0.34906585,1
19371,5,0.90720783,-0.38317133,-0.17364818,75221.89486230,1.74532925,5
19372,5,-0.92777533,-0.33027147,-0.17364818,75225.77808438,1.74532925,5
19373,2,0.30090779,0.56800565,0.76604444,75229.66130646,0.69813170,2
19374,3,0.21799560,-0.83813956,0.50000000,75233.54452853,1.04719755,3
19375,3,-0.72689831,0.47076412,0.50000000,75237.42775061,1.04719755,3
19376,7,0.63385370,0.10679606,-0.76604444,75241.31097269,2.44346095,0
19377,0,-0.00000000,-0.00000000,1.00000000,75245.19419477,0.00000000,0
19378,9,-0.00000000,0.00000000,-1.00000000,75249.07741684,3.14159265,2
19379,6,0.63378795,-0.59018034,-0.50000000,75252.96063892,2.09439510,6
19380,0,-0.00000000,0.00000000,1.00000000,75256.84386100,0.00000000,0
19381,7,0.47749697,0.43031680,-0.76604444,75260.72708308,2.44346095,0
19382,4,-0.09409567,-0.98030216,0.17364818,75264.61030515,1.39626340,4
19383,8,-0.20587776,0.27311559,-0.93969262,75268.49352723,2.79252680,1
19384,3,0.85152828,-0.15779601,0.50000000,75272.37674931,1.04719755,3
19385,3,-0.73448013,-0.45884522,0.50000000,75276.25997139,1.04719755,3
19386,2,0.17192750,0.61936810,0.76604444,75280.14319346,0.69813170,2
19387,9,0.00000000,-0.00000000,-1.00000000,75284.02641554,3.14159265,2
19388,2,-0.60196568,0.22541790,0.76604444,75287.90963762,0.69813170,2
19389,3,0.80317504,0.32389790,0.50000000,75291.79285970,1.04719755,3
19390,4,-0.42466757,-0.88854024,0.17364818,75295.67608177,1.39626340,4
19391,9,-0.00000000,0.00000000,-1.00000000,75299.55930385,3.14159265,2
19392,2,0.55349999,-0.32682360,0.76604444,75303.44252593,0.69813170,2
19393,1,-0.33463062,-0.07071159,0.93969262,75307.32574801,0.34906585,1
19394,0,0.00000000,0.00000000,1.00000000,75311.20897008,0.00000000,0
19395,3,0.10428538,-0.85972354,0.50000000,75315.09219216,1.04719755,3
19396,4,-0.74783118,0.64077675,0.17364818,75318.97541424,1.39626340,4
19397,5,0.98426591,0.03266387,-0.17364818,75322.85863632,1.74532925,5
19398,1,-0.24439346,-0.23926892,0.93969262,75326.74185839,0.34906585,1
19399,4,0.05351136,0.98335286,0.17364818,75330.62508047,1.39626340,4
19400,6,0.54942908,-0.66942340,-0.50000000,75334.50830255,2.09439510,6
19401,2,-0.63632690,0.09090648,0.76604444,75338.39152463,0.69813170,2
19402,6,0.71489444,0.48880052,-0.50000000,75342.27474670,2.09439510,6
19403,4,-0.22397568,-0.95900011,0.17364818,75346.15796878,1.39626340,4
19404,3,-0.42442875,0.75489087,0.50000000,75350.04119086,1.04719755,3
19405,7,0.61076541,-0.20035349,-0.76604444,75353.92441294,2.44346095,0
19406,4,-0.89733871,-0.40574567,0.17364818,75357.80763501,1.39626340,4
19407,4,0.38759238,0.90532782,0.17364818,75361.69085709,1.39626340,4
19408,9,0.00000000,-0.00000000,-1.00000000,75365.57407917,3.14159265,2
19409,8,-0.30144484,0.16158214,-0.93969262,75369.45730125,2.79252680,1
19410,0,0.00000000,0.00000000,1.00000000,75373.34052332,0.00000000,0
19411,5,-0.53935921,-0.82397692,-0.17364818,75377.22374540,1.74532925,5
19412,5,-0.15888172,0.97190684,-0.17364818,75381.10696748,1.74532925,5
19413,9,0.00000000,-0.00000000,-1.00000000,75384.99018955,3.14159265,2
19414,6,-0.86362296,-0.06446220,-0.50000000,75388.87341163,2.09439510,6
19415,1,0.23429869,0.24916240,0.93969262,75392.75663371,0.34906585,1
19416,0,-0.00000000,-0.00000000,1.00000000,75396.63985579,0.00000000,0
19417,3,-0.57661902,0.64615053,0.50000000,75400.52307786,1.04719755,3
19418,3,0.86164933,-0.08695074,0.50000000,75404.40629994,1.04719755,3
19419,0,-0.00000000,-0.00000000,1.00000000,75408.28952202,0.00000000,0
19420,7,0.12020230,0.63144859,-0.76604444,75412.17274410,2.44346095,0
19421,9,0.00000000,-0.00000000,-1.00000000,75416.05596617,3.14159265,2
19422,9,-0.00000000,0.00000000,-1.00000000,75419.93918825,3.14159265,2
19423,4,0.87980790,0.44247527,0.17364818,75423.82241033,1.39626340,4
19424,1,-0.12150344,-0.31971033,0.93969262,75427.70563241,0.34906585,1
19425,4,-0.36386321,0.91512288,0.17364818,75431.58885448,1.39626340,4
19426,5,0.88645802,-0.42899706,-0.17364818,75435.47207656,1.74532925,5
19427,3,-0.82963834,-0.24839529,0.50000000,75439.35529864,1.04719755,3
19428,4,0.50485369,0.84555843,0.17364818,75443.23852072,1.39626340,4
19429,7,0.12982479,-0.62954065,-0.76604444,75447.12174279,2.44346095,0
19430,7,-0.52097736,0.37650830,-0.76604444,75451.00496487,2.44346095,0
19431,8,0.33972822,0.03952870,-0.93969262,75454.88818695,2.79252680,1
19432,4,-0.64441725,-0.74469639,0.17364818,75458.77140903,1.39626340,4
19433,5,-0.02786196,0.98441354,-0.17364818,75462.65463110,1.74532925,5
19434,7,0.44743248,-0.46149765,-0.76604444,75466.53785318,2.44346095,0
19435,4,-0.98308011,0.05830779,0.17364818,75470.42107526,1.39626340,4
19436,6,0.67209570,0.54615691,-0.50000000,75474.30429734,2.09439510,6
19437,9,-0.00000000,-0.00000000,-1.00000000,75478.18751941,3.14159265,2
19438,9,-0.00000000,0.00000000,-1.00000000,75482.07074149,3.14159265,2
19439,9,0.00000000,-0.00000000,-1.00000000,75485.95396357,3.14159265,2
19440,9,-0.00000000,-0.00000000,-1.00000000,75489.83718565,3.14159265,2
19441,2,0.20333059,0.60978076,0.76604444,75493.72040772,0.69813170,2
19442,1,0.13939204,-0.31232617,0.93969262,75497.60362980,0.34906585,1
19443,2,-0.58966961,0.25586257,0.76604444,75501.48685188,0.69813170,2
19444,8,0.32331674,0.11155297,-0.93969262,75505.37007396,2.79252680,1
19445,5,-0.46948593,-0.86569583,-0.17364818,75509.25329603,1.74532925,5
19446,9,-0.00000000,0.00000000,-1.00000000,75513.13651811,3.14159265,2
19447,9,0.00000000,-0.00000000,-1.00000000,75517.01974019,3.14159265,2
19448,9,-0.00000000,-0.00000000,-1.00000000,75520.90296227,3.14159265,2
19449,9,0.00000000,0.00000000,-1.00000000,75524.78618434,3.14159265,2
19450,9,0.00000000,-0.00000000,-1.00000000,75528.66940642,3.14159265,2
19451,3,-0.62799973,0.59633576,0.50000000,75532.55262850,1.04719755,3
19452,9,0.00000000,-0.00000000,-1.00000000,75536.43585058,3.14159265,2
19453,9,-0.00000000,-0.00000000,-1.00000000,75540.31907265,3.14159265,2
19454,6,0.09115307,0.86121491,-0.50000000,75544.20229473,2.09439510,6
19455,1,0.20320332,-0.27511123,0.93969262,75548.08551681,0.34906585,1
19456,2,-0.63085469,0.12328125,0.76604444,75551.96873889,0.69813170,2
19457,2,0.54844791,0.33523246,0.76604444,75555.85196096,0.69813170,2
19458,8,-0.09469168,-0.32865067,-0.93969262,75559.73518304,2.79252680,1
19459,1,-0.15217764,0.30630009,0.93969262,75563.61840512,0.34906585,1
19460,6,0.80802449,-0.31160299,-0.50000000,75567.50162720,2.09439510,6
19461,1,-0.31843152,-0.12481645,0.93969262,75571.38484927,0.34906585,1
19462,5,0.43331635,0.88435471,-0.17364818,75575.26807135,1.74532925,5
19463,2,0.18135960,-0.61667220,0.76604444,75579.15129343,0.69813170,2
19464,1,-0.29280054,0.17676431,0.93969262,75583.03451550,0.34906585,1
19465,9,0.00000000,0.00000000,-1.00000000,75586.91773758,3.14159265,2
19466,3,-0.51068634,-0.69942795,0.50000000,75590.80095966,1.04719755,3
19467,1,-0.03787094,0.33991701,0.93969262,75594.68418174,0.34906585,1
19468,4,0.74154388,-0.64804242,0.17364818,75598.56740381,1.39626340,4
19469,8,-0.34192637,-0.00800844,-0.93969262,75602.45062589,2.79252680,1
19470,8,0.24671624,0.23687312,-0.93969262,75606.33384797,2.79252680,1
19471,8,-0.02191538,-0.34131729,-0.93969262,75610.21707005,2.79252680,1
19472,7,-0.40293417,0.50081929,-0.76604444,75614.10029212,2.44346095,0
19473,6,0.85608516,-0.13083653,-0.50000000,75617.98351420,2.09439510,6
19474,9,-0.00000000,-0.00000000,-1.00000000,75621.86673628,3.14159265,2
19475,3,0.20517943,0.84136877,0.50000000,75625.74995836,1.04719755,3
19476,8,0.16470334,-0.29975087,-0.93969262,75629.63318043,2.79252680,1
19477,8,-0.32392593,0.10977146,-0.93969262,75633.51640251,2.79252680,1
19478,0,0.00000000,0.00000000,1.00000000,75637.39962459,0.00000000,0
19479,2,-0.25873610,-0.58841443,0.76604444,75641.28284667,0.69813170,2
19480,2,-0.20668429,0.60865221,0.76604444,75645.16606874,0.69813170,2
19481,2,0.56354122,-0.30918797,0.76604444,75649.04929082,0.69813170,2
19482,8,-0.33223164,-0.08123989,-0.93969262,75652.93251290,2.79252680,1
19483,1,0.19010051,0.28432301,0.93969262,75656.81573498,0.34906585,1
19484,0,0.00000000,-0.00000000,1.00000000,75660.69895705,0.00000000,0
19485,8,-0.26661467,0.21422977,-0.93969262,75664.58217913,2.79252680,1
19486,3,0.86421078,0.05603324,0.50000000,75668.46540121,1.04719755,3
19487,0,-0.00000000,-0.00000000,1.00000000,75672.34862329,0.00000000,0
19488,0,0.00000000,0.00000000,1.00000000,75676.23184536,0.00000000,0
19489,1,0.22522410,-0.25739441,0.93969262,75680.11506744,0.34906585,1
19490,9,-0.00000000,0.00000000,-1.00000000,75683.99828952,3.14159265,2
19491,8,0.27609924,0.20185884,-0.93969262,75687.88151160,2.79252680,1
19492,6,-0.17024069,-0.84912785,-0.50000000,75691.76473367,2.09439510,6
19493,0,-0.00000000,0.00000000,1.00000000,75695.64795575,0.00000000,0
19494,1,0.32818483,-0.09629380,0.93969262,75699.53117783,0.34906585,1
19495,6,-0.77744955,-0.38153924,-0.50000000,75703.41439991,2.09439510,6
19496,5,0.35882004,0.91711204,-0.17364818,75707.29762198,1.74532925,5
19497,4,0.35491755,-0.91862933,0.17364818,75711.18084406,1.39626340,4
19498,9,-0.00000000,0.00000000,-1.00000000,75715.06406614,3.14159265,2
19499,4,0.94614086,0.27324675,0.17364818,75718.94728822,1.39626340,4
19500,1,-0.17819057,-0.29193475,0.93969262,75722.83051029,0.34906585,1
19501,6,-0.16662895,0.84984398,-0.50000000,75726.71373237,2.09439510,6
19502,5,0.79251769,-0.58460416,-0.17364818,75730.59695445,1.74532925,5
19503,4,-0.97927231,-0.10426910,0.17364818,75734.48017653,1.39626340,4
19504,2,0.42533574,0.48193923,0.76604444,75738.36339860,0.69813170,2
19505,6,0.01605429,-0.86587658,-0.50000000,75742.24662068,2.09439510,6
19506,1,-0.23566675,0.24786884,0.93969262,75746.12984276,0.34906585,1
19507,6,0.86396474,-0.05970707,-0.50000000,75750.01306484,2.09439510,6
19508,9,-0.00000000,-0.00000000,-1.00000000,75753.89628691,3.14159265,2
19509,6,0.13501120,0.85543672,-0.50000000,75757.77950899,2.09439510,6
19510,8,0.18888995,-0.28512868,-0.93969262,75761.66273107,2.79252680,1
19511,5,-0.95561967,0.23798605,-0.17364818,75765.54595315,1.74532925,5
19512,8,0.30055078,0.16323912,-0.93969262,75769.42917522,2.79252680,1
19513,6,-0.28194898,-0.81884356,-0.50000000,75773.31239730,2.09439510,6
19514,7,-0.25623202,0.58950917,-0.76604444,75777.19561938,2.44346095,0
19515,8,0.31241346,-0.13919630,-0.93969262,75781.07884145,2.79252680,1
19516,8,-0.32438971,-0.10839324,-0.93969262,75784.96206353,2.79252680,1
19517,3,0.42026673,0.75721587,0.50000000,75788.84528561,1.04719755,3
19518,7,0.14963327,-0.62512862,-0.76604444,75792.72850769,2.44346095,0
19519,2,-0.53260323,0.35987457,0.76604444,75796.61172976,0.69813170,2
19520,6,0.85663370,0.12719557,-0.50000000,75800.49495184,2.09439510,6
19521,0,-0.00000000,-0.00000000,1.00000000,75804.37817392,0.00000000,0
19522,9,-0.00000000,0.00000000,-1.00000000,75808.26139600,3.14159265,2
19523,5,0.70748484,-0.68506315,-0.17364818,75812.14461807,1.74532925,5
19524,8,-0.34188923,0.00946212,-0.93969262,75816.02784015,2.79252680,1
19525,7,0.48580239,0.42091798,-0.76604444,75819.91106223,2.44346095,0
19526,7,-0.07388955,-0.63852662,-0.76604444,75823.79428431,2.44346095,0
19527,4,-0.57734423,0.79782201,0.17364818,75827.67750638,1.39626340,4
19528,5,0.96463669,-0.19829870,-0.17364818,75831.56072846,1.74532925,5
19529,6,-0.74329327,-0.44442673,-0.50000000,75835.44395054,2.09439510,6
19530,7,0.18397985,0.61589555,-0.76604444,75839.32717262,2.44346095,0
19531,6,0.37774209,-0.77930156,-0.50000000,75843.21039469,2.09439510,6
19532,1,-0.31789796,0.12616919,0.93969262,75847.09361677,0.34906585,1
19533,8,0.31963413,0.12170375,-0.93969262,75850.97683885,2.79252680,1
19534,2,-0.28844532,-0.57443468,0.76604444,75854.86006093,0.69813170,2
19535,5,-0.26862796,0.94746257,-0.17364818,75858.74328300,1.74532925,5
19536,0,0.00000000,-0.00000000,1.00000000,75862.62650508,0.00000000,0
19537,7,-0.63137314,-0.12059796,-0.76604444,75866.50972716,2.44346095,0
19538,2,0.38409215,0.51541161,0.76604444,75870.39294924,0.69813170,2
19539,7,0.06493794,-0.63949900,-0.76604444,75874.27617131,2.44346095,0
19540,5,-0.73518601,0.65524640,-0.17364818,75878.15939339,1.74532925,5
19541,9,0.00000000,0.00000000,-1.00000000,75882.04261547,3.14159265,2
19542,9,-0.00000000,-0.00000000,-1.00000000,75885.92583755,3.14159265,2
19543,2,0.04744392,0.64103431,0.76604444,75889.80905962,0.69813170,2
19544,9,0.00000000,-0.00000000,-1.00000000,75893.69228170,3.14159265,2
19545,5,-0.97200621,0.15827267,-0.17364818,75897.57550378,1.74532925,5
19546,0,0.00000000,0.00000000,1.00000000,75901.45872586,0.00000000,0
19547,8,-0.08426972,-0.33147608,-0.93969262,75905.34194793,2.79252680,1
19548,9,-0.00000000,0.00000000,-1.00000000,75909.22517001,3.14159265,2
19549,3,0.81745839,-0.28594017,0.50000000,75913.10839209,1.04719755,3
19550,1,-0.31433264,-0.13480641,0.93969262,75916.99161417,0.34906585,1
19551,8,0.14071868,0.31173070,-0.93969262,75920.87483624,2.79252680,1
19552,0,0.00000000,-0.00000000,1.00000000,75924.75805832,0.00000000,0
19553,5,-0.85873249,0.48210457,-0.17364818,75928.64128040,1.74532925,5
19554,2,0.62585114,0.14658194,0.76604444,75932.52450248,0.69813170,2
19555,1,-0.19286545,-0.28245477,0.93969262,75936.40772455,0.34906585,1
19556,8,-0.04858248,0.33855210,-0.93969262,75940.29094663,2.79252680,1
19557,7,0.49711969,-0.40748978,-0.76604444,75944.17416871,2.44346095,0
19558,2,-0.64181598,-0.03532924,0.76604444,75948.05739079,0.69813170,2
19559,9,0.00000000,0.00000000,-1.00000000,75951.94061286,3.14159265,2
19560,2,-0.02091726,-0.64244718,0.76604444,75955.82383494,0.69813170,2
19561,4,-0.64124523,0.74742951,0.17364818,75959.70705702,1.39626340,4
19562,6,0.85978871,-0.10374664,-0.50000000,75963.59027910,2.09439510,6
19563,1,-0.27805552,-0.19915548,0.93969262,75967.47350117,0.34906585,1
19564,0,0.00000000,0.00000000,1.00000000,75971.35672325,0.00000000,0
19565,8,0.17408372,-0.29440217,-0.93969262,75975.23994533,2.79252680,1
19566,6,-0.82857475,0.25192039,-0.50000000,75979.12316740,2.09439510,6
19567,7,0.57977965,0.27754543,-0.76604444,75983.00638948,2.44346095,0
19568,6,-0.32339455,-0.80337785,-0.50000000,75986.88961156,2.09439510,6
19569,3,-0.30421286,0.81083570,0.50000000,75990.77283364,1.04719755,3
19570,9,0.00000000,-0.00000000,-1.00000000,75994.65605571,3.14159265,2
19571,9,-0.00000000,-0.00000000,-1.00000000,75998.53927779,3.14159265,2
19572,5,0.52125607,0.83554678,-0.17364818,76002.42249987,1.74532925,5
19573,8,0.06252923,-0.33625567,-0.93969262,76006.30572195,2.79252680,1
19574,9,-0.00000000,0.00000000,-1.00000000,76010.18894402,3.14159265,2
19575,1,0.34043482,0.03289241,0.93969262,76014.07216610,0.34906585,1
19576,6,-0.57936102,-0.64369310,-0.50000000,76017.95538818,2.09439510,6
19577,1,-0.00300371,0.34200695,0.93969262,76021.83861026,0.34906585,1
19578,4,0.67157980,-0.72029638,0.17364818,76025.72183233,1.39626340,4
19579,5,-0.98175526,0.07747850,-0.17364818,76029.60505441,1.74532925,5
19580,8,0.26958940,0.21047407,-0.93969262,76033.48827649,2.79252680,1
19581,5,-0.16301250,-0.97122255,-0.17364818,76037.37149857,1.74532925,5
19582,5,-0.53585106,0.82626264,-0.17364818,76041.25472064,1.74532925,5
19583,0,0.00000000,-0.00000000,1.00000000,76045.13794272,0.00000000,0
19584,5,-0.86994608,-0.46156270,-0.17364818,76049.02116480,1.74532925,5
19585,8,0.11450015,0.32228480,-0.93969262,76052.90438688,2.79252680,1
19586,3,0.33745505,-0.79757388,0.50000000,76056.78760895,1.04719755,3
19587,9,-0.00000000,0.00000000,-1.00000000,76060.67083103,3.14159265,2
19588,7,0.61161173,0.19775491,-0.76604444,76064.55405311,2.44346095,0
19589,2,-0.31740193,-0.55895610,0.76604444,76068.43727519,0.69813170,2
19590,7,-0.14352712,0.62655876,-0.76604444,76072.32049726,2.44346095,0
19591,4,0.81057735,-0.55929480,0.17364818,76076.20371934,1.39626340,4
19592,2,-0.63670765,-0.08820021,0.76604444,76080.08694142,0.69813170,2
19593,0,0.00000000,0.00000000,1.00000000,76083.97016350,0.00000000,0
19594,9,0.00000000,-0.00000000,-1.00000000,76087.85338557,3.14159265,2
19595,8,-0.24337396,0.24030583,-0.93969262,76091.73660765,2.79252680,1
19596,0,0.00000000,-0.00000000,1.00000000,76095.61982973,0.00000000,0
19597,9,-0.00000000,-0.00000000,-1.00000000,76099.50305181,3.14159265,2
19598,0,0.00000000,0.00000000,1.00000000,76103.38627388,0.00000000,0
19599,9,0.00000000,-0.00000000,-1.00000000,76107.26949596,3.14159265,2
19600,7,-0.62832914,0.13556699,-0.76604444,76111.15271804,2.44346095,0
19601,8,0.29524789,0.17264547,-0.93969262,76115.03594012,2.79252680,1
19602,1,-0.10108627,-0.32674049,0.93969262,76118.91916219,0.34906585,1
19603,7,-0.27471380,0.58112670,-0.76604444,76122.80238427,2.44346095,0
19604,2,0.59511085,-0.24293824,0.76604444,76126.68560635,0.69813170,2
19605,9,-0.00000000,-0.00000000,-1.00000000,76130.56882843,3.14159265,2
19606,3,0.39615368,0.77010536,0.50000000,76134.45205050,1.04719755,3
19607,2,0.16929260,-0.62009348,0.76604444,76138.33527258,0.69813170,2
19608,3,-0.73252264,0.46196384,0.50000000,76142.21849466,1.04719755,3
19609,9,0.00000000,0.00000000,-1.00000000,76146.10171674,3.14159265,2
19610,3,-0.52423632,-0.68933031,0.50000000,76149.98493881,1.04719755,3
19611,0,-0.00000000,0.00000000,1.00000000,76153.86816089,0.00000000,0
19612,1,0.25309505,-0.23004494,0.93969262,76157.75138297,0.34906585,1
19613,0,-0.00000000,-0.00000000,1.00000000,76161.63460505,0.00000000,0
19614,6,0.63629147,0.58748035,-0.50000000,76165.51782712,2.09439510,6
19615,7,-0.05369587,-0.64054092,-0.76604444,76169.40104920,2.44346095,0
19616,6,-0.52960267,0.68521603,-0.50000000,76173.28427128,2.09439510,6
19617,6,0.85336931,-0.14751551,-0.50000000,76177.16749335,2.09439510,6
19618,3,-0.72889327,-0.46766933,0.50000000,76181.05071543,1.04719755,3
19619,8,0.08749974,0.33063813,-0.93969262,76184.93393751,2.79252680,1
19620,6,0.40215463,-0.76698869,-0.50000000,76188.81715959,2.09439510,6
19621,8,-0.32172240,0.11607098,-0.93969262,76192.70038166,2.79252680,1
19622,2,0.59319583,0.24757749,0.76604444,76196.58360374,0.69813170,2
19623,4,-0.41392132,-0.89359692,0.17364818,76200.46682582,1.39626340,4
