====================================================================================================
HADWIGER-NELSON UNIT SPHERE MAPPING OF PI DIGITS
====================================================================================================

UNIFIED MAPPING FORMULA:
  θ(i) = 2π × i / φ    where φ = (1+√5)/2 (golden ratio)
  φ(d) = π × d / 9     where d ∈ {0,1,2,...,9}
  Cartesian: (x,y,z) = (sin(φ)cos(θ), sin(φ)sin(θ), cos(φ))
  Color class: c(d) = d mod 7 (Hadwiger-Nelson chromatic constraint)

====================================================================================================

Index,Digit,X_Coord,Y_Coord,Z_Coord,Theta,Phi,ColorClass
6427,3,0.68613880,0.52840661,0.50000000,24957.46829178,1.04719755,3
6428,2,-0.11059472,-0.63320196,0.76604444,24961.35151385,0.69813170,2
6429,1,-0.18419463,0.28818417,0.93969262,24965.23473593,0.34906585,1
6430,9,0.00000000,-0.00000000,-1.00000000,24969.11795801,3.14159265,2
6431,7,-0.56979968,-0.29749662,-0.76604444,24973.00118009,2.44346095,0
6432,1,0.11663200,0.32151945,0.93969262,24976.88440216,0.34906585,1
6433,5,0.37772483,-0.90948901,-0.17364818,24980.76762424,1.74532925,5
6434,5,-0.89287353,0.41547944,-0.17364818,24984.65084632,1.74532925,5
6435,1,0.32612152,0.10306568,0.93969262,24988.53406840,0.34906585,1
6436,8,-0.17085199,-0.29628934,-0.93969262,24992.41729047,2.79252680,1
6437,4,-0.21353416,0.96137894,0.17364818,24996.30051255,1.39626340,4
6438,3,0.70953690,-0.49654546,0.50000000,25000.18373463,1.04719755,3
6439,0,-0.00000000,-0.00000000,1.00000000,25004.06695671,0.00000000,0
6440,6,0.55667598,0.66340926,-0.50000000,25007.95017878,2.09439510,6
6441,3,0.03765097,-0.86520657,0.50000000,25011.83340086,1.04719755,3
6442,5,-0.69616963,0.69655880,-0.17364818,25015.71662294,1.74532925,5
6443,4,0.98385253,-0.04336496,0.17364818,25019.59984502,1.39626340,4
6444,5,-0.75475484,-0.63260686,-0.17364818,25023.48306709,1.74532925,5
6445,5,0.12921293,0.97629418,-0.17364818,25027.36628917,1.74532925,5
6446,0,0.00000000,-0.00000000,1.00000000,25031.24951125,0.00000000,0
6447,0,-0.00000000,0.00000000,1.00000000,25035.13273333,0.00000000,0
6448,7,0.55702118,0.32078546,-0.76604444,25039.01595540,2.44346095,0
6449,6,-0.26143292,-0.82562269,-0.50000000,25042.89917748,2.09439510,6
6450,6,-0.36492762,0.78538388,-0.50000000,25046.78239956,2.09439510,6
6451,8,0.31578886,-0.13135896,-0.93969262,25050.66562164,2.79252680,1
6452,2,-0.60438131,-0.21885873,0.76604444,25054.54884371,0.69813170,2
6453,8,0.15846406,0.30309556,-0.93969262,25058.43206579,2.79252680,1
6454,2,0.16518226,-0.62120104,0.76604444,25062.31528787,0.69813170,2
6455,9,-0.00000000,0.00000000,-1.00000000,25066.19850995,3.14159265,2
6456,4,0.97021622,0.16889875,0.17364818,25070.08173202,1.39626340,4
6457,9,-0.00000000,-0.00000000,-1.00000000,25073.96495410,3.14159265,2
6458,3,-0.07336728,0.86291207,0.50000000,25077.84817618,1.04719755,3
6459,0,0.00000000,-0.00000000,1.00000000,25081.73139826,0.00000000,0
6460,4,-0.98480411,0.00267728,0.17364818,25085.61462033,1.39626340,4
6461,1,0.25282215,0.23034482,0.93969262,25089.49784241,0.34906585,1
6462,3,-0.07805796,-0.86250041,0.50000000,25093.38106449,1.04719755,3
6463,7,-0.38970872,0.51117807,-0.76604444,25097.26428657,2.44346095,0
6464,7,0.63265491,-0.11368234,-0.76604444,25101.14750864,2.44346095,0
6465,6,-0.73197447,-0.46283191,-0.50000000,25105.03073072,2.09439510,6
6466,5,0.25824487,0.95034515,-0.17364818,25108.91395280,1.74532925,5
6467,5,0.45152719,-0.87519684,-0.17364818,25112.79717488,1.74532925,5
6468,2,-0.60318241,0.22214160,0.76604444,25116.68039695,0.69813170,2
6469,7,0.59482243,0.24364356,-0.76604444,25120.56361903,2.44346095,0
6470,9,-0.00000000,-0.00000000,-1.00000000,25124.44684111,3.14159265,2
6471,3,-0.25694003,0.82703194,0.50000000,25128.33006318,1.04719755,3
6472,9,0.00000000,-0.00000000,-1.00000000,25132.21328526,3.14159265,2
6473,7,-0.62816798,-0.13631177,-0.76604444,25136.09650734,2.44346095,0
6474,5,0.56858001,0.80409147,-0.17364818,25139.97972942,1.74532925,5
6475,1,0.04303098,-0.33930239,0.93969262,25143.86295149,0.34906585,1
6476,7,-0.49037893,0.41557720,-0.76604444,25147.74617357,2.44346095,0
6477,5,0.98407376,0.03801497,-0.17364818,25151.62939565,1.74532925,5
6478,4,-0.69994662,-0.69276334,0.17364818,25155.51261773,1.39626340,4
6479,6,0.04235466,0.86498906,-0.50000000,25159.39583980,2.09439510,6
6480,1,0.21842073,-0.26319225,0.93969262,25163.27906188,0.34906585,1
6481,3,-0.85797417,0.11781478,0.50000000,25167.16228396,1.04719755,3
6482,9,0.00000000,0.00000000,-1.00000000,25171.04550604,3.14159265,2
6483,5,-0.21875815,-0.96020372,-0.17364818,25174.92872811,1.74532925,5
6484,3,-0.42852693,0.75257204,0.50000000,25178.81195019,1.04719755,3
6485,9,0.00000000,-0.00000000,-1.00000000,25182.69517227,3.14159265,2
6486,8,-0.31087169,-0.14260635,-0.93969262,25186.57839435,2.79252680,1
6487,4,0.38266426,0.90742183,0.17364818,25190.46161642,1.39626340,4
6488,6,0.29089178,-0.81570949,-0.50000000,25194.34483850,2.09439510,6
6489,8,-0.30231892,0.15994076,-0.93969262,25198.22806058,2.79252680,1
6490,3,0.83801760,0.21846397,0.50000000,25202.11128266,1.04719755,3
6491,3,-0.47035780,-0.72716129,0.50000000,25205.99450473,1.04719755,3
6492,9,-0.00000000,0.00000000,-1.00000000,25209.87772681,3.14159265,2
6493,3,0.68325564,-0.53212943,0.50000000,25213.76094889,1.04719755,3
6494,6,-0.86325971,-0.06915688,-0.50000000,25217.64417097,2.09439510,6
6495,3,0.58982604,0.63411769,0.50000000,25221.52739304,1.04719755,3
6496,8,-0.00259826,-0.34201027,-0.93969262,25225.41061512,2.79252680,1
6497,3,-0.58012371,0.64300582,0.50000000,25229.29383720,1.04719755,3
6498,0,0.00000000,-0.00000000,1.00000000,25233.17705928,0.00000000,0
6499,4,-0.78607359,-0.59324078,0.17364818,25237.06028135,1.39626340,4
6500,7,0.11676725,0.63209281,-0.76604444,25240.94350343,2.44346095,0
6501,4,0.52224623,-0.83492825,0.17364818,25244.82672551,1.39626340,4
6502,6,-0.83460171,0.23117090,-0.50000000,25248.70994759,2.09439510,6
6503,1,0.30471404,0.15532912,0.93969262,25252.59316966,0.34906585,1
6504,1,-0.11976334,-0.32036623,0.93969262,25256.47639174,0.34906585,1
6505,9,-0.00000000,0.00000000,-1.00000000,25260.35961382,3.14159265,2
6506,9,0.00000000,-0.00000000,-1.00000000,25264.24283590,3.14159265,2
6507,6,-0.82827552,-0.25290248,-0.50000000,25268.12605797,2.09439510,6
6508,6,0.43991142,0.74597449,-0.50000000,25272.00928005,2.09439510,6
6509,5,0.20414436,-0.96341652,-0.17364818,25275.89250213,1.74532925,5
6510,3,-0.70465861,0.50344438,0.50000000,25279.77572421,1.04719755,3
6511,8,0.33950827,0.04137526,-0.93969262,25283.65894628,2.79252680,1
6512,5,-0.64035871,-0.74818917,-0.17364818,25287.54216836,1.74532925,5
6513,8,-0.01153508,0.34182557,-0.93969262,25291.42539044,2.79252680,1
6514,1,0.23940546,-0.24425970,0.93969262,25295.30861252,0.34906585,1
6515,5,-0.98338261,0.05296179,-0.17364818,25299.19183459,1.74532925,5
6516,3,0.66911623,0.54980312,0.50000000,25303.07505667,1.04719755,3
6517,8,-0.04818110,-0.33860945,-0.93969262,25306.95827875,2.79252680,1
6518,4,-0.55629768,0.81263719,0.17364818,25310.84150083,1.39626340,4
6519,2,0.62602447,-0.14583990,0.76604444,25314.72472290,0.69813170,2
6520,0,-0.00000000,-0.00000000,1.00000000,25318.60794498,0.00000000,0
6521,5,0.30643636,0.93591830,-0.17364818,25322.49116706,1.74532925,5
6522,6,0.35724770,-0.78890689,-0.50000000,25326.37438913,2.09439510,6
6523,8,-0.31449223,0.13443368,-0.93969262,25330.25761121,2.79252680,1
6524,5,0.92919326,0.32626094,-0.17364818,25334.14083329,1.74532925,5
6525,3,-0.40871371,-0.76351365,0.50000000,25338.02405537,1.04719755,3
6526,3,-0.21437329,0.83907335,0.50000000,25341.90727744,1.04719755,3
6527,8,0.28626882,-0.18715753,-0.93969262,25345.79049952,2.79252680,1
6528,6,-0.85460232,-0.14019587,-0.50000000,25349.67372160,2.09439510,6
6529,2,0.39743016,0.50519816,0.76604444,25353.55694368,0.69813170,2
6530,1,0.02564872,-0.34105707,0.93969262,25357.44016575,0.34906585,1
6531,8,-0.24929330,0.23415940,-0.93969262,25361.32338783,2.79252680,1
6532,6,0.86595801,-0.01080354,-0.50000000,25365.20660991,2.09439510,6
6533,7,-0.47935124,-0.42825028,-0.76604444,25369.08983199,2.44346095,0
6534,2,0.06417978,0.63957554,0.76604444,25372.97305406,0.69813170,2
6535,5,0.58939903,-0.78895823,-0.17364818,25376.85627614,1.74532925,5
6536,2,-0.63151566,0.11984939,0.76604444,25380.73949822,0.69813170,2
6537,3,0.73645522,0.45566842,0.50000000,25384.62272030,1.04719755,3
6538,3,-0.23523957,-0.83346406,0.50000000,25388.50594237,1.04719755,3
6539,4,-0.44296689,0.87956048,0.17364818,25392.38916445,1.39626340,4
6540,0,0.00000000,-0.00000000,1.00000000,25396.27238653,0.00000000,0
6541,2,-0.59717122,-0.23782862,0.76604444,25400.15560861,0.69813170,2
6542,8,0.14881704,0.30794686,-0.93969262,25404.03883068,2.79252680,1
6543,3,0.24885891,-0.82949939,0.50000000,25407.92205276,1.04719755,3
6544,0,-0.00000000,0.00000000,1.00000000,25411.80527484,0.00000000,0
6545,8,0.33493293,0.06926552,-0.93969262,25415.68849692,2.79252680,1
6546,7,-0.37621708,-0.52118770,-0.76604444,25419.57171899,2.44346095,0
6547,1,-0.03971855,0.33970607,0.93969262,25423.45494107,0.34906585,1
6548,1,0.25875538,-0.22365919,0.93969262,25427.33816315,0.34906585,1
6549,2,-0.64252004,-0.01854469,0.76604444,25431.22138523,0.69813170,2
6550,3,0.62143711,0.60317155,0.50000000,25435.10460730,1.04719755,3
6551,2,-0.03769910,-0.64168114,0.76604444,25438.98782938,0.69813170,2
6552,8,-0.21584252,0.26531074,-0.93969262,25442.87105146,2.79252680,1
6553,2,0.63592830,-0.09365419,0.76604444,25446.75427354,0.69813170,2
6554,7,-0.53217623,-0.36050571,-0.76604444,25450.63749561,2.44346095,0
6555,8,0.07922382,0.33271815,-0.93969262,25454.52071769,2.79252680,1
6556,9,0.00000000,-0.00000000,-1.00000000,25458.40393977,3.14159265,2
6557,2,-0.60989430,0.20298978,0.76604444,25462.28716185,0.69813170,2
6558,1,0.31224822,0.13956656,0.93969262,25466.17038392,0.34906585,1
6559,2,-0.25553299,-0.58981252,0.76604444,25470.05360600,0.69813170,2
6560,5,-0.32172420,0.93077379,-0.17364818,25473.93682808,1.74532925,5
6561,0,0.00000000,-0.00000000,1.00000000,25477.82005016,0.00000000,0
6562,7,-0.62355186,-0.15607368,-0.76604444,25481.70327223,2.44346095,0
6563,7,0.35436147,0.53628710,-0.76604444,25485.58649431,2.44346095,0
6564,1,0.05372055,-0.33777490,0.93969262,25489.46971639,0.34906585,1
6565,2,-0.50325337,0.39988993,0.76604444,25493.35293847,0.69813170,2
6566,6,0.86389335,0.06073125,-0.50000000,25497.23616054,2.09439510,6
6567,2,-0.44235605,-0.46636577,0.76604444,25501.11938262,0.69813170,2
6568,9,0.00000000,0.00000000,-1.00000000,25505.00260470,3.14159265,2
6569,4,0.65252704,-0.73760069,0.17364818,25508.88582678,1.39626340,4
6570,6,-0.86126572,0.09067175,-0.50000000,25512.76904885,2.09439510,6
6571,3,0.69631842,0.51491811,0.50000000,25516.65227093,1.04719755,3
6572,2,-0.12292867,-0.63092349,0.76604444,25520.53549301,0.69813170,2
6573,2,-0.33553892,0.54826047,0.76604444,25524.41871508,0.69813170,2
6574,9,0.00000000,-0.00000000,-1.00000000,25528.30193716,3.14159265,2
6575,5,-0.88171093,-0.43867088,-0.17364818,25532.18515924,1.74532925,5
6576,6,0.31115136,0.80819851,-0.50000000,25536.06838132,2.09439510,6
6577,3,0.31649692,-0.80612015,0.50000000,25539.95160339,1.04719755,3
6578,9,-0.00000000,0.00000000,-1.00000000,25543.83482547,3.14159265,2
6579,8,0.32807044,0.09668279,-0.93969262,25547.71804755,2.79252680,1
6580,9,-0.00000000,-0.00000000,-1.00000000,25551.60126963,3.14159265,2
6581,8,-0.06763080,0.33526684,-0.93969262,25555.48449170,2.79252680,1
6582,9,0.00000000,-0.00000000,-1.00000000,25559.36771378,3.14159265,2
6583,8,-0.33989579,-0.03806090,-0.93969262,25563.25093586,2.79252680,1
6584,9,0.00000000,0.00000000,-1.00000000,25567.13415794,3.14159265,2
6585,3,0.02076194,-0.86577650,0.50000000,25571.01738001,1.04719755,3
6586,5,-0.68244587,0.71000982,-0.17364818,25574.90060209,1.74532925,5
6587,8,0.34132949,-0.02172463,-0.93969262,25578.78382417,2.79252680,1
6588,2,-0.50059403,-0.40321400,0.76604444,25582.66704625,0.69813170,2
6589,1,0.05148243,0.33812326,0.93969262,25586.55026832,0.34906585,1
6590,1,0.19043744,-0.28409745,0.93969262,25590.43349040,0.34906585,1
6591,6,-0.84148330,0.20470919,-0.50000000,25594.31671248,2.09439510,6
6592,7,0.56317429,0.30985582,-0.76604444,25598.19993456,2.44346095,0
6593,4,-0.31555300,-0.93288403,0.17364818,25602.08315663,1.39626340,4
6594,5,-0.39747515,0.90103264,-0.17364818,25605.96637871,1.74532925,5
6595,6,0.79296331,-0.34815110,-0.50000000,25609.84960079,2.09439510,6
6596,2,-0.60853661,-0.20702441,0.76604444,25613.73282287,0.69813170,2
6597,7,0.30887298,0.56371393,-0.76604444,25617.61604494,2.44346095,0
6598,0,0.00000000,-0.00000000,1.00000000,25621.49926702,0.00000000,0
6599,1,-0.28442920,0.18994159,0.93969262,25625.38248910,0.34906585,1
6600,0,0.00000000,0.00000000,1.00000000,25629.26571118,0.00000000,0
6601,2,-0.40234018,-0.50129661,0.76604444,25633.14893325,0.69813170,2
6602,1,-0.02232000,0.34129107,0.93969262,25637.03215533,0.34906585,1
6603,8,0.24699688,-0.23658047,-0.93969262,25640.91537741,2.79252680,1
6604,3,-0.86581140,0.01925169,0.50000000,25644.79859949,1.04719755,3
6605,5,0.74077512,0.64892105,-0.17364818,25648.68182156,1.74532925,5
6606,6,-0.09487216,-0.86081315,-0.50000000,25652.56504364,2.09439510,6
6607,4,-0.58167356,0.79467111,0.17364818,25656.44826572,1.39626340,4
6608,6,0.84922286,-0.16976612,-0.50000000,25660.33148780,2.09439510,6
6609,2,-0.54989080,-0.33286036,0.76604444,25664.21470987,0.69813170,2
6610,2,0.18062842,0.61688677,0.76604444,25668.09793195,0.69813170,2
6611,0,0.00000000,-0.00000000,1.00000000,25671.98115403,0.00000000,0
6612,1,-0.31857926,0.12443887,0.93969262,25675.86437611,0.34906585,1
6613,3,0.80765452,0.31256067,0.50000000,25679.74759818,1.04719755,3
6614,4,-0.43713220,-0.88247479,0.17364818,25683.63082026,1.39626340,4
6615,9,-0.00000000,0.00000000,-1.00000000,25687.51404234,3.14159265,2
6616,6,0.73945678,-0.45078118,-0.50000000,25691.39726442,2.09439510,6
6617,7,-0.63070810,-0.12402904,-0.76604444,25695.28048649,2.44346095,0
6618,1,0.20287704,0.27535193,0.93969262,25699.16370857,0.34906585,1
6619,5,0.10481636,-0.97921389,-0.17364818,25703.04693065,1.74532925,5
6620,1,-0.25656095,0.22617307,0.93969262,25706.93015273,0.34906585,1
6621,8,0.34195777,0.00653144,-0.93969262,25710.81337480,2.79252680,1
6622,8,-0.24773709,-0.23580524,-0.93969262,25714.69659688,2.79252680,1
6623,1,0.02338947,0.34121945,0.93969262,25718.57981896,0.34906585,1
6624,9,0.00000000,-0.00000000,-1.00000000,25722.46304103,3.14159265,2
6625,0,-0.00000000,0.00000000,1.00000000,25726.34626311,0.00000000,0
6626,9,0.00000000,0.00000000,-1.00000000,25730.22948519,3.14159265,2
6627,7,-0.15498575,-0.62382315,-0.76604444,25734.11270727,2.44346095,0
6628,3,-0.41376120,0.76079016,0.50000000,25737.99592934,1.04719755,3
6629,0,0.00000000,-0.00000000,1.00000000,25741.87915142,0.00000000,0
6630,3,-0.79405050,-0.34566429,0.50000000,25745.76237350,1.04719755,3
6631,8,0.13902168,0.31249120,-0.93969262,25749.64559558,2.79252680,1
6632,1,0.10857451,-0.32432908,0.93969262,25753.52881765,0.34906585,1
6633,1,-0.29914061,0.16580914,0.93969262,25757.41203973,0.34906585,1
6634,9,0.00000000,0.00000000,-1.00000000,25761.29526181,3.14159265,2
6635,8,-0.19132685,-0.28349923,-0.93969262,25765.17848389,2.79252680,1
6636,0,-0.00000000,0.00000000,1.00000000,25769.06170596,0.00000000,0
6637,0,0.00000000,-0.00000000,1.00000000,25772.94492804,0.00000000,0
6638,4,-0.98301030,-0.05947318,0.17364818,25776.82815012,1.39626340,4
6639,9,0.00000000,0.00000000,-1.00000000,25780.71137220,3.14159265,2
6640,7,-0.01742388,-0.64255141,-0.76604444,25784.59459427,2.44346095,0
6641,3,-0.56746697,0.65420275,0.50000000,25788.47781635,1.04719755,3
6642,4,0.97834265,-0.11265861,0.17364818,25792.36103843,1.39626340,4
6643,0,-0.00000000,-0.00000000,1.00000000,25796.24426051,0.00000000,0
6644,7,0.12907839,0.62969412,-0.76604444,25800.12748258,2.44346095,0
6645,2,0.33017388,-0.55150804,0.76604444,25804.01070466,0.69813170,2
6646,3,-0.82993223,0.24741160,0.50000000,25807.89392674,1.04719755,3
6647,9,0.00000000,0.00000000,-1.00000000,25811.77714882,3.14159265,2
6648,6,-0.31902169,-0.80512431,-0.50000000,25815.66037089,2.09439510,6
6649,1,-0.12188237,0.31956606,0.93969262,25819.54359297,0.34906585,1
6650,0,0.00000000,-0.00000000,1.00000000,25823.42681505,0.00000000,0
6651,3,-0.83305246,-0.23669306,0.50000000,25827.31003713,1.04719755,3
6652,6,0.45438309,0.73724895,-0.50000000,25831.19325920,2.09439510,6
6653,8,0.06435657,-0.33591072,-0.93969262,25835.07648128,2.79252680,1
6654,5,-0.78998515,0.58802192,-0.17364818,25838.95970336,1.74532925,5
6655,4,0.97971356,0.10003824,0.17364818,25842.84292544,1.39626340,4
6656,0,-0.00000000,-0.00000000,1.00000000,25846.72614751,0.00000000,0
6657,6,-0.01231406,0.86593785,-0.50000000,25850.60936959,2.09439510,6
6658,6,0.59401262,-0.63019760,-0.50000000,25854.49259167,2.09439510,6
6659,4,-0.98216201,0.07213942,0.17364818,25858.37581375,1.39626340,4
6660,3,0.67971658,0.53664269,0.50000000,25862.25903582,1.04719755,3
6661,1,-0.05477885,-0.33760488,0.93969262,25866.14225790,0.34906585,1
6662,9,-0.00000000,0.00000000,-1.00000000,25870.02547998,3.14159265,2
6663,3,0.83944602,-0.21290932,0.50000000,25873.90870206,1.04719755,3
6664,9,-0.00000000,-0.00000000,-1.00000000,25877.79192413,3.14159265,2
6665,5,0.32463961,0.92976096,-0.17364818,25881.67514621,1.74532925,5
6666,0,0.00000000,-0.00000000,1.00000000,25885.55836829,0.00000000,0
6667,9,-0.00000000,0.00000000,-1.00000000,25889.44159037,3.14159265,2
6668,7,0.61052747,0.20107741,-0.76604444,25893.32481244,2.44346095,0
6669,9,-0.00000000,-0.00000000,-1.00000000,25897.20803452,3.14159265,2
6670,0,-0.00000000,0.00000000,1.00000000,25901.09125660,0.00000000,0
6671,1,0.28256251,-0.19270756,0.93969262,25904.97447868,0.34906585,1
6672,9,-0.00000000,-0.00000000,-1.00000000,25908.85770075,3.14159265,2
6673,0,0.00000000,0.00000000,1.00000000,25912.74092283,0.00000000,0
6674,6,0.04808221,-0.86468960,-0.50000000,25916.62414491,2.09439510,6
6675,9,-0.00000000,0.00000000,-1.00000000,25920.50736698,3.14159265,2
6676,9,0.00000000,-0.00000000,-1.00000000,25924.39058906,3.14159265,2
6677,6,-0.65696323,-0.56426883,-0.50000000,25928.27381114,2.09439510,6
6678,3,0.10326612,0.85984656,0.50000000,25932.15703322,1.04719755,3
6679,9,0.00000000,-0.00000000,-1.00000000,25936.04025529,3.14159265,2
6680,5,-0.96377115,0.20246351,-0.17364818,25939.92347737,1.74532925,5
6681,5,0.84741699,0.50172777,-0.17364818,25943.80669945,1.74532925,5
6682,2,-0.18663844,-0.61509512,0.76604444,25947.68992153,0.69813170,2
6683,4,-0.42572063,0.88803618,0.17364818,25951.57314360,1.39626340,4
6684,5,0.91377296,-0.36724009,-0.17364818,25955.45636568,1.74532925,5
6685,3,-0.81066556,-0.30466596,0.50000000,25959.33958776,1.04719755,3
6686,0,0.00000000,0.00000000,1.00000000,25963.22280984,0.00000000,0
6687,0,0.00000000,-0.00000000,1.00000000,25967.10603191,0.00000000,0
6688,5,-0.83583796,0.52078903,-0.17364818,25970.98925399,1.74532925,5
6689,4,0.96810883,0.18058681,0.17364818,25974.87247607,1.39626340,4
6690,5,-0.59186869,-0.78710721,-0.17364818,25978.75569815,1.74532925,5
6691,0,-0.00000000,0.00000000,1.00000000,25982.63892022,0.00000000,0
6692,5,0.73234886,-0.65841586,-0.17364818,25986.52214230,1.74532925,5
6693,8,-0.34200522,-0.00319484,-0.93969262,25990.40536438,2.79252680,1
6694,0,0.00000000,0.00000000,1.00000000,25994.28858646,0.00000000,0
6695,6,-0.06765094,-0.86337903,-0.50000000,25998.17180853,2.09439510,6
6696,8,-0.21062470,0.26947173,-0.93969262,26002.05503061,2.79252680,1
6697,5,0.97131350,-0.16246969,-0.17364818,26005.93825269,1.74532925,5
6698,5,-0.82596304,-0.53631275,-0.17364818,26009.82147477,1.74532925,5
6699,0,0.00000000,0.00000000,1.00000000,26013.70469684,0.00000000,0
6700,1,0.16046787,-0.30203947,0.93969262,26017.58791892,0.34906585,1
6701,9,-0.00000000,0.00000000,-1.00000000,26021.47114100,3.14159265,2
6702,5,0.90675295,0.38424654,-0.17364818,26025.35436308,1.74532925,5
6703,6,-0.35971833,-0.78778342,-0.50000000,26029.23758515,2.09439510,6
6704,7,-0.19809669,0.61150111,-0.76604444,26033.12080723,2.44346095,0
6705,3,0.75331840,-0.42721352,0.50000000,26037.00402931,1.04719755,3
6706,0,-0.00000000,-0.00000000,1.00000000,26040.88725139,0.00000000,0
6707,2,0.36475802,0.52927072,0.76604444,26044.77047346,0.69813170,2
6708,2,0.08855603,-0.63665826,0.76604444,26048.65369554,0.69813170,2
6709,9,-0.00000000,0.00000000,-1.00000000,26052.53691762,3.14159265,2
6710,2,0.64196260,0.03255664,0.76604444,26056.42013970,0.69813170,2
6711,1,-0.24016978,-0.24350822,0.93969262,26060.30336177,0.34906585,1
6712,9,0.00000000,0.00000000,-1.00000000,26064.18658385,3.14159265,2
6713,1,0.22157882,-0.26053907,0.93969262,26068.06980593,0.34906585,1
6714,3,-0.85933257,0.10745946,0.50000000,26071.95302801,1.04719755,3
6715,9,0.00000000,0.00000000,-1.00000000,26075.83625008,3.14159265,2
6716,3,-0.18217577,-0.84664750,0.50000000,26079.71947216,1.04719755,3
6717,3,-0.43757142,0.74734948,0.50000000,26083.60269424,1.04719755,3
6718,9,0.00000000,-0.00000000,-1.00000000,26087.48591632,3.14159265,2
6719,1,-0.30912932,-0.14634494,0.93969262,26091.36913839,0.34906585,1
6720,8,0.12908775,0.31672406,-0.93969262,26095.25236047,2.79252680,1
6721,5,0.34195217,-0.92353399,-0.17364818,26099.13558255,1.74532925,5
6722,6,-0.77032664,0.39572323,-0.50000000,26103.01880463,2.09439510,6
6723,8,0.32989446,0.09026309,-0.93969262,26106.90202670,2.79252680,1
6724,0,-0.00000000,-0.00000000,1.00000000,26110.78524878,0.00000000,0
6725,3,-0.15465041,0.85210519,0.50000000,26114.66847086,1.04719755,3
6726,4,0.78421055,-0.59570137,0.17364818,26118.55169293,1.39626340,4
6727,4,-0.98064295,-0.09047496,0.17364818,26122.43491501,1.39626340,4
6728,9,0.00000000,0.00000000,-1.00000000,26126.31813709,3.14159265,2
6729,0,0.00000000,-0.00000000,1.00000000,26130.20135917,0.00000000,0
6730,3,-0.58783586,0.63596305,0.50000000,26134.08458124,1.04719755,3
6731,9,0.00000000,-0.00000000,-1.00000000,26137.96780332,3.14159265,2
6732,8,-0.27049601,-0.20930763,-0.93969262,26141.85102540,2.79252680,1
6733,2,0.10913603,0.63345500,0.76604444,26145.73424748,0.69813170,2
6734,0,0.00000000,-0.00000000,1.00000000,26149.61746955,0.00000000,0
6735,5,-0.95217521,0.25141335,-0.17364818,26153.50069163,1.74532925,5
6736,9,0.00000000,0.00000000,-1.00000000,26157.38391371,3.14159265,2
6737,5,-0.33369531,-0.92654938,-0.17364818,26161.26713579,1.74532925,5
6738,5,-0.37981857,0.90861662,-0.17364818,26165.15035786,1.74532925,5
6739,1,0.31042324,-0.14357990,0.93969262,26169.03357994,0.34906585,1
6740,0,-0.00000000,-0.00000000,1.00000000,26172.91680202,0.00000000,0
6741,0,0.00000000,0.00000000,1.00000000,26176.80002410,0.00000000,0
6742,2,0.14081941,-0.62717287,0.76604444,26180.68324617,0.69813170,2
6743,2,-0.52748504,0.36733561,0.76604444,26184.56646825,0.69813170,2
6744,6,0.85833918,0.11512537,-0.50000000,26188.44969033,2.09439510,6
6745,3,-0.55514653,-0.66468965,0.50000000,26192.33291241,1.04719755,3
6746,5,-0.04508107,0.98377538,-0.17364818,26196.21613448,1.74532925,5
6747,3,0.61361049,-0.61113187,0.50000000,26200.09935656,1.04719755,3
6748,5,-0.98394979,0.04109881,-0.17364818,26203.98257864,1.74532925,5
6749,3,0.66243721,0.55783236,0.50000000,26207.86580072,1.04719755,3
6750,6,-0.11165024,-0.85879813,-0.50000000,26211.74902279,2.09439510,6
6751,1,-0.19658962,0.27987551,0.93969262,26215.63224487,0.34906585,1
6752,9,0.00000000,-0.00000000,-1.00000000,26219.51546695,3.14159265,2
6753,2,-0.55628087,-0.32206755,0.76604444,26223.39868903,0.69813170,2
6754,0,0.00000000,0.00000000,1.00000000,26227.28191110,0.00000000,0
6755,4,0.41703629,-0.89214743,0.17364818,26231.16513318,1.39626340,4
6756,1,-0.31609057,0.13063128,0.93969262,26235.04835526,0.34906585,1
6757,9,0.00000000,0.00000000,-1.00000000,26238.93157734,3.14159265,2
6758,9,-0.00000000,-0.00000000,-1.00000000,26242.81479941,3.14159265,2
6759,4,-0.25526528,0.95114980,0.17364818,26246.69802149,1.39626340,4
6760,7,0.54221210,-0.34522739,-0.76604444,26250.58124357,2.44346095,0
6761,4,-0.96982464,-0.17113292,0.17364818,26254.46446565,1.39626340,4
6762,5,0.59951988,0.78129522,-0.17364818,26258.34768772,1.74532925,5
6763,5,0.08569004,-0.98107264,-0.17364818,26262.23090980,1.74532925,5
6764,3,-0.63833714,0.58525695,0.50000000,26266.11413188,1.04719755,3
6765,8,0.34202011,-0.00014206,-0.93969262,26269.99735396,2.79252680,1
6766,5,-0.72644284,-0.66492640,-0.17364818,26273.88057603,1.74532925,5
6767,9,0.00000000,0.00000000,-1.00000000,26277.76379811,3.14159265,2
6768,3,0.52663800,-0.68749722,0.50000000,26281.64702019,1.04719755,3
6769,8,-0.33676707,0.05971362,-0.93969262,26285.53024227,2.79252680,1
6770,1,0.28865753,0.18345192,0.93969262,26289.41346434,0.34906585,1
6771,0,-0.00000000,-0.00000000,1.00000000,26293.29668642,0.00000000,0
6772,2,-0.29602836,0.57056386,0.76604444,26297.17990850,0.69813170,2
6773,3,0.81335264,-0.29741803,0.50000000,26301.06313058,1.04719755,3
